"","label.final","cluster.final","label","edgeID","parent","node","branch.length","Order","edgeOrder","node.order","node.bootstrap","TEfamily","species","cluster.color","branch.length.ToKeptNode","is_removed","node.info_1","node.info_2","TEfamily.representative","count","perC","consensus.name","is_consensus"
"102","Node152/98:MER11A(31,1)","Node152/98","T_219","1063 695",1063,695,0.0485304036,695,884,NA,NA,"MER11A","hg19","#D5E6D4",0.2215261814,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"103","Node152/98:MER11A(31,1)","Node152/98","T_527","1105 704",1105,704,0.0426800637,704,897,NA,NA,"MER11A","hg19","#D5E6D4",0.2381560341,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"104","Node152/98:MER11A(31,1)","Node152/98","T_566","1063 723",1063,723,0.0662673531,723,921,NA,NA,"MER11A","hg19","#D5E6D4",0.2392631309,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"105","Node152/98:MER11A(31,1)","Node152/98","T_418","1109 721",1109,721,0.0521753857,721,919,NA,NA,"MER11A","hg19","#D5E6D4",0.2410913914,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"106","Node152/98:MER11A(31,1)","Node152/98","T_487","1107 710",1107,710,0.0008761791,710,905,NA,NA,"MER11A","hg19","#D5E6D4",0.2374126524,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"107","Node152/98:MER11A(31,1)","Node152/98","T_26","1063 696",1063,696,0.0450518159,696,885,NA,NA,"MER11A","hg19","#D5E6D4",0.2180475937,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"108","Node152/98:MER11A(31,1)","Node152/98","T_892","1109 722",1109,722,0.0715401196,722,920,NA,NA,"MER11A","hg19","#D5E6D4",0.2604561253,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"109","Node152/98:MER11A(31,1)","Node152/98","T_56","1105 703",1105,703,0.0379025099,703,896,NA,NA,"MER11A","hg19","#D5E6D4",0.2333784803,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"110","Node152/98:MER11A(31,1)","Node152/98","T_72","1101 694",1101,694,0.0031815414,694,883,NA,NA,"MER11A","hg19","#D5E6D4",0.2360200908,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"111","Node152/98:MER11A(31,1)","Node152/98","T_848","1063 708",1063,708,0.0561259053,708,901,NA,NA,"MER11A","hg19","#D5E6D4",0.2291216831,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"112","Node152/98:MER11A(31,1)","Node152/98","T_227","1109 717",1109,717,0.048802101,717,915,NA,NA,"MER11A","hg19","#D5E6D4",0.2377181067,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"113","Node152/98:MER11A(31,1)","Node152/98","T_270","1063 714",1063,714,0.0608093718,714,910,NA,NA,"MER11A","hg19","#D5E6D4",0.2338051496,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"114","Node152/98:MER11A(31,1)","Node152/98","T_315","1109 719",1109,719,0.0420768041,719,917,NA,NA,"MER11A","hg19","#D5E6D4",0.2309928098,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"115","Node152/98:MER11A(31,1)","Node152/98","T_94","1110 716",1110,716,0.0078319863,716,914,NA,NA,"MER11A","hg19","#D5E6D4",0.2366629616,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"116","Node152/98:MER11A(31,1)","Node152/98","T_923","1109 718",1109,718,0.0444281077,718,916,NA,NA,"MER11A","hg19","#D5E6D4",0.2333441134,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"117","Node152/98:MER11A(31,1)","Node152/98","T_788","1104 705",1104,705,0.057804574,705,898,NA,NA,"MER11A","hg19","#D5E6D4",0.2494691859,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"118","Node152/98:MER11A(31,1)","Node152/98","T_757","1063 698",1063,698,0.05647995,698,887,NA,NA,"MER11A","hg19","#D5E6D4",0.2294757278,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
